Local time,Ask,Bid,AskVolume,BidVolume
25.12.2023 09:00:09.856 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:00:12.512 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:00:12.863 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:00:15.469 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:00:15.871 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:00:18.538 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:00:18.890 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:00:21.547 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:00:21.748 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:00:24.557 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:00:24.859 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:00:27.566 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:00:27.868 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:00:30.475 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:00:30.877 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:00:33.534 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:00:33.886 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:00:36.543 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:00:36.894 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:00:39.000 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:00:39.853 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:00:42.511 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:00:42.863 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:00:45.570 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:00:45.871 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:00:48.579 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:00:48.881 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:00:51.538 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:00:51.840 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:00:54.496 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:00:54.847 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:00:57.505 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:00:57.857 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:01:00.565 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:01:00.866 GMT+0330,1.1013700000000002,1.10053,450,900
25.12.2023 09:01:03.574 GMT+0330,1.10142,1.10053,900,900
25.12.2023 09:01:03.726 GMT+0330,1.1013600000000001,1.10016,900,900
25.12.2023 09:01:06.584 GMT+0330,1.10143,1.10016,900,900
25.12.2023 09:01:06.886 GMT+0330,1.1013600000000001,1.10016,900,900
25.12.2023 09:01:09.553 GMT+0330,1.10143,1.10016,900,900
25.12.2023 09:01:09.755 GMT+0330,1.1013600000000001,1.10016,900,900
25.12.2023 09:01:10.660 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:01:12.569 GMT+0330,1.1016000000000001,1.1007,900,900
25.12.2023 09:01:12.872 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:01:15.530 GMT+0330,1.1016000000000001,1.1007,900,900
25.12.2023 09:01:15.883 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:01:18.540 GMT+0330,1.1016000000000001,1.1007,900,900
25.12.2023 09:01:18.892 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:01:21.548 GMT+0330,1.1016000000000001,1.1007,900,900
25.12.2023 09:01:21.901 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:01:24.507 GMT+0330,1.1016000000000001,1.1007,900,900
25.12.2023 09:01:24.910 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:01:27.472 GMT+0330,1.10159,1.1007,900,900
25.12.2023 09:01:27.925 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:01:30.486 GMT+0330,1.10159,1.1007,900,900
25.12.2023 09:01:30.890 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:01:33.502 GMT+0330,1.1015700000000002,1.1007,450,900
25.12.2023 09:01:33.904 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:01:36.517 GMT+0330,1.10156,1.1007,450,900
25.12.2023 09:01:36.920 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:01:39.503 GMT+0330,1.10156,1.1007,450,900
25.12.2023 09:01:39.905 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:01:42.514 GMT+0330,1.10156,1.1007,450,900
25.12.2023 09:01:42.716 GMT+0330,1.10155,1.1007,450,900
25.12.2023 09:01:42.917 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:01:45.474 GMT+0330,1.10155,1.1007,450,900
25.12.2023 09:01:45.926 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:01:48.483 GMT+0330,1.10155,1.1007,450,900
25.12.2023 09:01:48.734 GMT+0330,1.10154,1.1007,450,900
25.12.2023 09:01:48.886 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:01:51.492 GMT+0330,1.10154,1.1007,450,900
25.12.2023 09:01:51.894 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:01:54.550 GMT+0330,1.10154,1.1007,450,900
25.12.2023 09:01:54.902 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:01:57.509 GMT+0330,1.10154,1.1007,450,900
25.12.2023 09:01:57.912 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:00.518 GMT+0330,1.10154,1.1007,450,900
25.12.2023 09:02:00.619 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:00.921 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:03.576 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:03.928 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:06.485 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:06.887 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:09.545 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:09.897 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:12.503 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:12.906 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:15.562 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:15.915 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:18.471 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:18.923 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:21.530 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:21.932 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:24.489 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:24.942 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:27.548 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:27.950 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:30.557 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:31.561 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:33.566 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:33.918 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:36.575 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:36.927 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:39.534 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:39.787 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:42.544 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:42.945 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:45.553 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:45.954 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:48.562 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:48.914 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:51.220 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:51.923 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:54.479 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:55.582 GMT+0330,1.1013700000000002,1.1007,450,900
25.12.2023 09:02:56.235 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:02:57.339 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:02:57.390 GMT+0330,1.1014700000000002,1.10057,900,1800
25.12.2023 09:02:57.441 GMT+0330,1.1014700000000002,1.10016,900,900
25.12.2023 09:02:57.943 GMT+0330,1.1013600000000001,1.10016,450,900
25.12.2023 09:02:58.997 GMT+0330,1.10138,1.10016,450,900
25.12.2023 09:03:00.050 GMT+0330,1.10139,1.10016,450,900
25.12.2023 09:03:00.552 GMT+0330,1.10142,1.10016,900,900
25.12.2023 09:03:00.904 GMT+0330,1.10139,1.10016,450,900
25.12.2023 09:03:01.658 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:03:03.216 GMT+0330,1.10158,1.1007,900,900
25.12.2023 09:03:03.920 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:03:03.971 GMT+0330,1.10158,1.1007,900,900
25.12.2023 09:03:27.717 GMT+0330,1.1015700000000002,1.1007,450,900
25.12.2023 09:03:32.734 GMT+0330,1.10156,1.1007,450,900
25.12.2023 09:03:39.754 GMT+0330,1.10155,1.1007,450,900
25.12.2023 09:03:44.267 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:04:24.315 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:04:24.566 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:04:25.569 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:04:27.574 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:04:28.578 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:04:30.534 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:04:31.538 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:04:33.543 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:04:33.994 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:04:34.296 GMT+0330,1.10134,1.1007,450,900
25.12.2023 09:04:34.397 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:04:36.502 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:04:37.555 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:04:39.312 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:04:39.964 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:04:42.570 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:04:43.573 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:04:45.579 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:04:46.532 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:04:48.538 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:04:48.990 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:04:51.547 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:04:52.551 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:04:54.556 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:04:55.560 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:04:57.566 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:04:57.867 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:00.574 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:01.528 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:03.534 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:04.537 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:06.041 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:06.844 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:09.556 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:10.561 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:12.570 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:13.575 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:15.534 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:16.540 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:18.549 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:18.852 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:21.564 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:21.867 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:24.579 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:25.534 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:27.544 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:27.997 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:30.508 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:31.564 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:33.572 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:33.874 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:36.581 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:37.584 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:39.540 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:39.842 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:42.549 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:43.553 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:45.559 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:45.862 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:48.568 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:48.869 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:51.526 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:51.828 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:54.534 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:54.836 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:05:57.544 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:05:58.547 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:00.553 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:01.557 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:03.563 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:03.865 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:06.571 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:06.873 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:09.532 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:10.536 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:12.544 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:12.896 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:15.556 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:15.858 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:18.569 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:19.573 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:21.532 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:21.884 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:24.544 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:24.897 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:27.558 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:27.860 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:30.572 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:31.576 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:33.535 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:34.540 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:36.548 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:37.553 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:39.561 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:40.566 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:42.573 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:42.875 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:45.532 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:45.883 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:48.541 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:49.543 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:51.549 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:52.552 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:54.558 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:54.860 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:06:57.567 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:06:58.570 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:00.537 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:00.889 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:03.545 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:04.549 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:06.553 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:06.855 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:09.562 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:10.577 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:12.531 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:12.883 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:15.540 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:16.543 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:18.549 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:18.901 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:21.558 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:22.561 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:24.567 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:25.019 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:27.475 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:28.578 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:30.534 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:31.036 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:33.494 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:34.046 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:36.503 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:37.055 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:39.512 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:40.014 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:42.520 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:43.022 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:45.478 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:46.031 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:48.487 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:49.541 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:51.547 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:51.899 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:54.555 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:54.907 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:07:57.564 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:07:57.916 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:00.573 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:00.875 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:03.582 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:03.883 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:06.540 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:06.892 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:09.549 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:09.901 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:12.559 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:12.911 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:15.568 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:15.920 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:18.576 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:18.929 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:21.534 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:22.086 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:24.491 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:25.094 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:27.499 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:28.051 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:30.508 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:31.061 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:33.477 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:34.079 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:36.487 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:37.089 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:39.496 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:40.048 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:42.503 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:43.057 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:45.514 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:46.066 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:48.472 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:49.074 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:51.480 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:52.032 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:54.488 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:55.041 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:08:57.246 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:08:58.099 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:00.556 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:01.108 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:03.514 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:04.067 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:06.472 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:07.074 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:09.482 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:10.089 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:12.496 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:13.049 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:15.559 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:16.061 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:18.522 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:19.075 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:21.484 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:22.087 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:24.498 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:25.101 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:27.508 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:28.061 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:30.518 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:31.071 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:33.476 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:34.078 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:36.484 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:37.086 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:39.493 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:40.095 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:42.502 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:43.104 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:45.511 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:46.063 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:48.470 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:49.072 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:51.479 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:52.082 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:54.488 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:55.091 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:09:57.498 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:09:58.100 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:10:00.475 GMT+0330,1.10139,1.1007,900,900
25.12.2023 09:10:01.129 GMT+0330,1.10133,1.1007,1350,900
25.12.2023 09:10:03.439 GMT+0330,1.10133,1.1007500000000001,1350,900
25.12.2023 09:10:03.490 GMT+0330,1.10195,1.1007500000000001,900,900
25.12.2023 09:10:03.541 GMT+0330,1.1019,1.1007500000000001,900,900
25.12.2023 09:10:04.093 GMT+0330,1.10183,1.1007500000000001,450,900
25.12.2023 09:10:05.247 GMT+0330,1.10179,1.1007500000000001,450,900
25.12.2023 09:10:06.050 GMT+0330,1.1018100000000002,1.1007500000000001,450,900
25.12.2023 09:10:06.502 GMT+0330,1.1019,1.1007500000000001,900,900
25.12.2023 09:10:07.105 GMT+0330,1.1018100000000002,1.1007500000000001,450,900
25.12.2023 09:10:08.008 GMT+0330,1.10179,1.1007500000000001,450,900
25.12.2023 09:10:09.513 GMT+0330,1.1019,1.1007500000000001,900,900
25.12.2023 09:10:10.116 GMT+0330,1.10179,1.1007500000000001,450,900
25.12.2023 09:10:11.672 GMT+0330,1.10185,1.1007500000000001,450,900
25.12.2023 09:10:11.825 GMT+0330,1.1018100000000002,1.1007500000000001,900,900
25.12.2023 09:10:12.177 GMT+0330,1.10179,1.1007500000000001,450,900
